,Unnamed: 0,target_id,pval,qval,b,se_b,mean_obs,var_obs,tech_var,sigma_sq,smooth_sigma_sq,final_sigma_sq,ens_gene,ext_gene
718,719,C06G3.5b,0.0013869602518048198,0.040752099726783994,-7.6774093602018,2.4011781199215094,3.6224267427491004,7.7078820078997,2.9039409112922203,1.42030136140011,0.131657673665777,1.42030136140011,WBGene00015551,C06G3.5
774,775,T23F11.1.2,0.00169974580716956,0.0463712588399819,-6.37158988780554,2.03031672574917,1.5593935950895899,5.686525700979611,2.0411227935652,1.05051671157743,0.676167509845693,1.05051671157743,WBGene00011953,ppm-2
532,533,T24B8.1b.3,0.000536332262487679,0.0212669336497305,-5.03523323077422,1.45446171451926,3.12504395617993,3.7981626272190296,1.21611390012927,0.370480259122451,0.19216526547945603,0.370480259122451,WBGene00004446,rpl-32
692,693,C11E4.7a,0.00126124736393244,0.0384798744814194,-4.2576709061541305,1.3203494431711298,2.5398299753409197,3.24814120020373,0.427810660673965,0.879681328387775,0.30552518285757796,0.879681328387775,WBGene00007521,C11E4.7
487,488,F54F3.3,0.00043494112844291,0.0188574730966105,-3.8628374457944603,1.09804540217348,5.507626955174151,1.7313049231026203,0.00766156918365267,0.896616209742095,0.0378428450782481,0.896616209742095,WBGene00010062,lipl-1
1237,1238,ZC376.2a,0.00527981737915471,0.0901705806522359,-3.76705512739034,1.3504667517961397,3.9989311643814505,4.02514539442976,1.0505794399492001,0.317240895830901,0.101094418117873,0.317240895830901,WBGene00013874,ZC376.2
1094,1095,K07H8.7,0.00390787661653306,0.0752395749281414,-3.4840136739725,1.20741951330342,1.51623741868789,1.79244592031705,0.16599663342287302,0.9273997774065341,0.700274668368869,0.9273997774065341,WBGene00019507,K07H8.7
547,548,F08A8.3,0.00057631964909094,0.0221951299466844,-3.02342239204737,0.878258291362961,3.00777208249812,3.42601647628267,0.17830504723843302,0.40019817252240797,0.21071934018453303,0.40019817252240797,WBGene00008566,F08A8.3
380,381,K11D2.2.2,0.000178359381905351,0.00989777535859539,-2.57155600337611,0.686142305126453,6.78996781378176,1.44081004229314,0.00298355317182951,0.350109893991353,0.0150246854412839,0.350109893991353,WBGene00010769,asah-1
746,747,Y19D10B.4,0.00152526074122866,0.0431708003370785,-2.5439001554094802,0.802534200487505,2.4435972988216696,1.49976767416979,0.153002265607278,0.30249276925128804,0.330043591606811,0.330043591606811,WBGene00021233,Y19D10B.4
506,507,K09A11.3,0.000477450325162179,0.0200225027588594,-2.43363368374085,0.6966976939579029,3.41540893239958,1.88697208973133,0.0716657596850271,0.29237499788966803,0.153382817687306,0.29237499788966803,WBGene00010706,cyp-14A2
317,318,T16G1.6,8.3135714939228e-05,0.00554161927149208,-2.2594852571450095,0.5741764024915379,3.7337172867190898,1.8877934539823702,0.0366942082572381,0.210564697626355,0.121598121084409,0.210564697626355,WBGene00011800,T16G1.6
178,179,M60.2.1,9.53922566749466e-06,0.00112674775579799,-2.2535483367599403,0.509004681161575,6.19077064801111,1.7618442302503299,0.016660479570447,0.17765384451285102,0.0228486584435224,0.17765384451285102,WBGene00019779,M60.2
130,131,H29C22.1,2.79421017940097e-06,0.000445907902857533,-2.18620920354857,0.466600868041962,5.37379791340644,1.53503296433343,0.00637983156160181,0.15690744598153303,0.0414113089981193,0.15690744598153303,WBGene00045261,H29C22.1
777,778,F49F1.1,0.00172722569891751,0.0469392454398622,-2.17161597653865,0.69302742499153,5.20623123980397,0.932491177426568,0.00896079633912681,0.351254462503666,0.0460818336985606,0.351254462503666,WBGene00018643,F49F1.1
295,296,F26A3.4,6.77859450107486e-05,0.00479330513499083,-2.15576773334831,0.5411163888642949,7.29584643630898,0.7143519688330681,0.0009332027945500971,0.218672006928601,0.0108977393916806,0.218672006928601,WBGene00009142,F26A3.4
485,486,Y47D3B.12,0.000429684330542664,0.0186930366268797,-2.12072825807715,0.6022833619909761,3.03033765245058,0.6929663638109159,0.0650494816672607,0.048038865646842004,0.207009454431104,0.207009454431104,WBGene00185055,Y47D3B.12
16,17,C29F7.2,2.19227363134007e-09,2.72654361102489e-06,-2.1201946421648,0.3543769767387821,5.79352109014364,1.31509283124321,0.004228775859623671,0.0899585053722659,0.0307876198920918,0.0899585053722659,WBGene00007811,C29F7.2
153,154,F55H12.2,5.74841286167639e-06,0.000789212293080675,-2.0345626172770603,0.448592335390331,5.1278781250523,0.53293827083429,0.00724032321363486,0.14368598931457802,0.0483714076188897,0.14368598931457802,WBGene00010133,F55H12.2
107,108,Y38C9B.1,9.92817409993107e-07,0.000194362393513743,-2.02230867357236,0.41330169643864,3.9341902218457996,0.452681771302908,0.022401499718076,0.0555634117890926,0.105712219491217,0.105712219491217,WBGene00021412,cyp-29A3
72,73,T22C8.2,2.50033990369102e-07,7.241737888183459e-05,-1.9889862490640602,0.385636148391361,4.17052847851536,0.807284544794378,0.0217020643185512,0.0296286759081622,0.0898343648910417,0.0898343648910417,WBGene00011923,chhy-1
443,444,K03H6.2b,0.000315040893210425,0.0150020486602433,-1.96396848156722,0.5451519248000171,3.83793232365861,0.849543934924058,0.0922761835742973,0.130616782260575,0.113017010606167,0.130616782260575,WBGene00019368,K03H6.2
257,258,ZC416.6a,3.9044011948020204e-05,0.0031996416458022897,-1.8501012958025802,0.449810840135321,6.3814935399107195,0.5426622469350759,0.0038746384584359295,0.14787270546899697,0.0199148547948108,0.14787270546899697,WBGene00022610,ZC416.6
948,949,F42A10.6,0.00268620414714094,0.0598465903930463,-1.73522602095559,0.5781124921522199,5.79392873889318,1.02559392399114,0.00438548609877189,0.246275054088066,0.0307782742154779,0.246275054088066,WBGene00018342,F42A10.6
612,613,T16G1.7,0.000838791333089448,0.028930775131337995,-1.72330533438376,0.516011245950502,5.61256173261838,0.533786557264334,0.00453188734700735,0.19516881711353498,0.035146870942874005,0.19516881711353498,WBGene00011801,T16G1.7
208,209,ZC412.4,1.81681380522651e-05,0.00183793752554565,-1.7028205480857599,0.39727138187621297,4.0775291936558995,0.9424723308540441,0.0225959938692633,0.0939104565937276,0.0957724192741139,0.0957724192741139,WBGene00013885,ZC412.4
242,243,K05B2.3,3.21709272097242e-05,0.00279913544853991,-1.69054829904338,0.406623390319832,6.5241055118282105,0.9675084793303791,0.00212317549436542,0.12188376067203001,0.0180718839481077,0.12188376067203001,WBGene00002052,ifa-4
265,266,T08B1.6,4.430073869331e-05,0.00352124254959644,-1.6467045533007898,0.40322620915102003,4.70614144519517,0.47405702994649107,0.009520696249036979,0.11242283556069,0.062656762742513,0.11242283556069,WBGene00020343,acs-3
741,742,C09G9.7a,0.00148621555136408,0.0423235810617831,-1.64616511600149,0.518091823360448,3.39980779990802,0.540917303734901,0.0461088500993766,0.15343697879319299,0.155205502975338,0.155205502975338,WBGene00007496,npax-4
1135,1136,F08H9.8,0.00420618869580198,0.078284724995899,-1.63774215219663,0.572183038651759,4.689322726348999,0.7548986313189499,0.0117799273048586,0.23376514498571202,0.0633232633278306,0.23376514498571202,WBGene00008596,clec-54
1230,1231,K02A11.4,0.0052189028628212295,0.0894916976712321,-1.6169640088748702,0.578892535045787,4.17557159355674,0.585062552248467,0.0175928458941447,0.23374457945465804,0.0895225601771614,0.23374457945465804,WBGene00044607,K02A11.4
69,70,Y54G2A.3a,2.05152187816005e-07,6.19647529570541e-05,-1.59580064251382,0.307203313918847,6.44388654274385,0.530934531136337,0.0087439274004199,0.0620364796616214,0.0190795049760056,0.0620364796616214,WBGene00021869,Y54G2A.3
114,115,R02E12.6.1,1.41914159721704e-06,0.000260912267738781,-1.56793444424406,0.32514262841700303,5.68762191614868,0.717185372396408,0.00662653072362177,0.07266176588681598,0.0332898118471151,0.07266176588681598,WBGene00019830,hrg-1
327,328,C29F7.1,9.75579719699686e-05,0.00628862256512514,-1.5337349606462902,0.39360988360997706,4.179636014220209,0.6523543772429129,0.0194691903850359,0.0967273649715587,0.0892719922121903,0.0967273649715587,WBGene00007810,C29F7.1
675,676,K08B5.2,0.0011577034533118,0.0362090593393068,-1.52029716157642,0.467913167135024,4.39375762805161,0.582845040362525,0.0155974721643395,0.14860957681940698,0.0769199542487153,0.14860957681940698,WBGene00019519,K08B5.2
85,86,F35C8.5,4.2770770460097797e-07,0.00010481306936842,-1.4817147520389098,0.293049463964817,6.38290806525172,0.280338726521995,0.00161676842957224,0.0627917228179775,0.0198952426342837,0.0627917228179775,WBGene00018036,F35C8.5
840,841,C25H3.10a,0.0021338438163297896,0.0536454932326526,-1.46118333465355,0.47580943936788894,5.22237998314399,0.39483236315435605,0.016768674412872,0.15302729253081698,0.0456193735749226,0.15302729253081698,WBGene00016119,C25H3.10
1229,1230,C34D1.4a,0.00521126013572992,0.0894916976712321,-1.41177504717239,0.505346667093354,3.90990966280921,0.234349430598873,0.0840282582836283,-0.000339068451498198,0.10750318217314302,0.10750318217314302,WBGene00007931,C34D1.4
398,399,F54D5.4,0.000211215042437606,0.0111922798051587,-1.40713379068544,0.379771593713836,7.1045562403087406,0.538229620964393,0.0010766850152852901,0.10709316252867501,0.0121739459568286,0.10709316252867501,WBGene00010050,F54D5.4
655,656,W08D2.4a,0.00105164794862023,0.0338432154911379,-1.3982956975980902,0.426786914505188,8.41291530730161,0.258678254547043,0.00103945553352121,0.135570847261123,0.0072678289819918,0.135570847261123,WBGene00001395,fat-3
494,495,T21H3.1a.1,0.00044649572969797694,0.0190327806713797,-1.3709772515362502,0.39048528522556497,8.843010172060131,0.422958123737256,0.00023285848565473102,0.114126209997613,0.00694402734719533,0.114126209997613,WBGene00020662,T21H3.1
561,562,W02B12.1,0.000627241620240521,0.0235974547628921,-1.3562159294928797,0.39660622747733704,5.72034767947155,0.43386051858439,0.00388192238077221,0.11409045237458099,0.0325011566374926,0.11409045237458099,WBGene00012201,W02B12.1
314,315,C28C12.7b,8.25839038845371e-05,0.00554161927149208,-1.3488107357387098,0.342618175743791,6.85718107778732,0.245479587533945,0.00213637088885341,0.0859040398736489,0.0143408235088958,0.0859040398736489,WBGene00004995,spp-10
1024,1025,Y46H3B.1,0.00334036013967596,0.0689220933862595,-1.34334262567251,0.457768464354159,4.52886304689133,0.650953646227965,0.013632518368591003,0.143531456849283,0.0702157683526054,0.143531456849283,WBGene00021602,clec-205
154,155,C09G4.2b.1,6.02922137322835e-06,0.000816973467317595,-1.33798969629221,0.295664677549087,7.05394563241286,0.250529147761579,0.00145940794253192,0.0641037932201225,0.012570767296591,0.0641037932201225,WBGene00015650,pkg-2
456,457,K08F8.1a.3,0.00035944980033157404,0.0165935526821189,-1.32992894897101,0.372717628560052,7.884407893811179,0.41733044961122295,0.0198940271291182,0.0842947958504537,0.00838146121712576,0.0842947958504537,WBGene00010681,mak-1
630,631,Y17G7B.10b.3,0.000901261206431175,0.0302416170688194,-1.32220869064562,0.39829603967974603,5.960091061102831,0.233153821751125,0.0124619925612154,0.10651780885721199,0.0271663019266662,0.10651780885721199,WBGene00012463,Y17G7B.10
1152,1153,K10C2.7,0.00443021964975861,0.0812386245055042,-1.31607276641761,0.46246399574009905,3.63996587690934,0.45999024063760496,0.0303997709649985,0.0555385823059179,0.13000493955192502,0.13000493955192502,WBGene00019622,K10C2.7
1280,1281,C25E10.3a,0.00565129189270403,0.093274991793475,-1.27059293142166,0.459135977453644,4.17523026311333,0.25516427490988197,0.0222132991105953,0.13589108523364,0.0895436323347634,0.13589108523364,WBGene00016093,srsx-34
770,771,F35C5.6,0.00168722688119599,0.0461728195966502,-1.2546165720658702,0.399509715811239,9.21013252333511,0.46068888967691707,0.00011216439140976001,0.11959384537927302,0.00703202937919643,0.11959384537927302,WBGene00009394,clec-63
814,815,F40F8.7.1,0.00193188159071458,0.0501175122361699,-1.24756307196054,0.402373596943308,6.59946633115431,0.266689490659318,0.004752484954467329,0.116675898683354,0.0171585473157493,0.116675898683354,WBGene00004096,pqm-1
66,67,F32H5.1,1.9454895344770699e-07,6.10127418726939e-05,-1.24047861047197,0.23834859912819,6.19611218143996,0.20843759032871897,0.00220306014570765,0.0404044808840704,0.0227586312145589,0.0404044808840704,WBGene00009347,F32H5.1
789,790,C34D1.4c.1,0.00180007169347761,0.0481470025898425,-1.23547480139235,0.39581077021154903,4.23421719020244,0.26771661762079,0.0315316240523268,0.0813438617926126,0.0859680003092677,0.0859680003092677,WBGene00007931,C34D1.4
933,934,LLC1.2b.2,0.00258782773290748,0.0586407634213788,-1.22885187023054,0.407866430641193,5.2006981950239295,0.298975541108086,0.0270744251171532,0.0976918438158373,0.0462409843534404,0.0976918438158373,WBGene00010793,LLC1.2
1225,1226,F21F8.7,0.00510249695911805,0.0880096897478996,-1.2028253136271498,0.429505190488806,9.72686534707902,0.316639117058018,6.55289757966884e-05,0.138290502516823,0.00774850397240204,0.138290502516823,WBGene00000219,asp-6
